record,uuid,status,dTrack,qtime,rnid,consent,HH1,HH23r1,HH23r2,HH23r3,HHCr1,HHCr2,HHCr3,HHAr1,HHAr2,HHAr3,HH4,HH5,HH6r1,HH6r2,HH6r3,HH6r4,HH6r5,HH6r6,HH6r6oe,HHR,Q2,hRegionUS,HH7,HH7r3oe,HHO,HH8,HH8r8oe,HH9,HH10,HH10_1,HH11,HH12r1,noanswerHH12_r8,HH12a,HH13r1,noanswerHH13_r8,HH13a,HHI,ESC1r1,ESC1r2,ESC1r3,ESC1r4,ESC1r5,ESC1ar1,ESC1ar2,ESC1ar3,ESC1ar4,ESC1ar5,ESC1ar6,ESC1br1c1,ESC1br2c1,ESC1br3c1,ESC1br4c1,ESC1b_1r1c2,ESC1b_1r2c2,ESC1b_1r3c2,ESC1b_1r4c2,ESC1b1r1,ESC1b1r2,ESC1b1r3,ESC1b1r4,ESC1cr1c1,ESC1cr2c1,ESC1cr3c1,ESC1cr4c1,ESC1c_1r1c2,ESC1c_1r2c2,ESC1c_1r3c2,ESC1c_1r4c2,ESC1c1r1,ESC1c1r2,ESC1c1r3,ESC1c1r4,ESC2,ESC2a,ESC2b,ESC2c,EB2a,EB2a1,EB3a,EB3a1,EB2b,EB2b1,EB3b,EB3b1,EB2c,EB2c1,EB3c,EB3c1,EB2d,EB2d1,EB3d,EB3d1,EB2e,EB2e1,EB3e,EB3e1,EB4,Q4ar1,Q4ar2,Q4ar3,Q4ar4,Q4ar5,Q4ar6,Q4ar6oe,EB5r1,EB5r2,EB5r3,EB5r4,EB6r1,EB6r2,EB6r3,EB6r4,EB7a,Q7a1,Q7a2,Q7a3,EB7b,Q7b1,Q7b2,Q7b3,EB7c,Q7c1,Q7c2,Q7c3,EB7d,Q7d1,Q7d2,Q7d3,EB8a,Q8a1,Q8a2,Q8b1,EB8b,Q8b2,EB8c,Q8c1,Q8c2,EB8d,Q8d1,Q8d2,HEC1r1a,HEC1r1b,HEC1r1c,HEC1r1d,HEC2r1,HEC2r2,HEC2r3,HEC2r4,HEC2r5,HEC2r6,HEC2r7,HEC2r8,HEC2r9,HEC2r10,HEC2r9oe,HEC3r3a,HEC3r3b,HEC3r3c,HEC3r3d,HEC3r3e,HEC3r3f,HEC3r3g,HEC3r3h,HEC4a,HEC4ai,HEC4aii,HEC4b,HEC4bi,HEC4bii,HEC5,HEC5a,HEC5a1,HEC5a2r1,HEC5a2r2,HEC5a2r3,HEC5a2r4,HEC5a2r5,HEC5a2r6,HEC5a2r7,HEC6,HEC6a,HEC6b1,HEC6b2r1,HEC6b2r2,HEC6b2r3,HEC6b2r4,HEC6b2r5,HEC6b2r6,EL1,hEL1r1,EL2,hEL2r1,EL3,CEP1,Q14a1,CEP2,Q14b1,CEP3,Q14c1,CEP4,Q14d1,CEP5,Q14e1,CEP6,CEP7,CEP8r1,CEP8r2,CEP8r3,CEP8r4,EH1a_er1a,EH1a_er2b,EH1a_er3c,EH1a_er4d,EH1a_er5e,EH2,EH2_1r1,EH2_1r2,EH2_1r3,EH2_1r3oe,H1r1,H1r2,H1r3,H1r4,H1r5,H1r6,H1r7,H1r7oe,H2r1,H2r2,H2r3,H2r4,H2r5,H2r6,H2r7,H2r8,H2r9,H2r10,H2r11,H2r12,H2r13,H2r14,H2r15,H2r16,noanswerH2_r17,PSSPSS1,PSSPSS2,PSSPSS3,PSSPSS4,PSSPSS5,PSSPSS6,PSSPSS7,PSSPSS8,PSSPSS9,PSSPSS10,SF1,SF2,SF3,PSQI1,PSQI2a,PSQI2b,FI1,FI2,FI3,FI4
7104,hq6cm9eqaefpvsyw,3,0,440.3875587,EPOY4R9JFQYWH9D4P0,1,10,1,1,1,1,0,1,1,1,1,18,1,0,1,0,0,0,0,,1,33,1,1,,2,3,,0,1920,,2,1000,0,,100,0,,1,0,1,0,0,0,0,0,1,0,0,0,,,100,,0,0,0,0,,,,,,,100,,0,0,0,0,,,,,1,100,3,1,,,,,,,,,1,2,1,3,,,,,1,2,1,2,2,0,0,3,0,0,0,,,1,,1,,1,,2,,,,,1,12,3,,,,,,1,10,4,,,,,3,1,,,,,1,3,,2,1,2,1,0,0,0,1,0,0,0,0,0,0,,2,1,3,3,3,3,3,3,1,90,40,1,50,50,4,1,2,0,0,1,0,0,0,0,4,1,3,0,0,1,0,0,0,2,1,2,,2,1,2,1,2,1,2,1,2,1,2,1,1,0,1,0,0,3,2,2,3,3,1,0,1,0,,1,1,2,2,2,2,1,Kakka,1,2,2,2,2,2,2,2,2,2,99,2,2,2,2,99,0,3,3,2,3,2,3,3,4,2,3,3,2,3,1,1,1,2,2,2,2
7099,7dxmmp1c4jgcyfha,3,0,786.5115213,EPOY4R4QLJ44HJP4P8,1,6,2,0,0,1,0,1,0,0,1,34,1,1,0,0,0,0,0,,1,39,1,2,,1,3,,3,2012,,5,975,0,,3000,0,,1,1,1,0,0,0,1,1,0,0,0,0,107,70,,,0,0,0,0,,,,,107,70,,,0,0,0,0,,,,,1,65,1,2,2,,,,2,,,,,,,,,,,,2,,,,1,,,,,,,,1,1,,2,2,2,,2,2,,,,2,,,,,,,,2,,,,2,,,,2,,,,,2,,,3,3,3,3,0,0,0,1,0,0,0,0,0,0,,3,3,3,3,2,3,2,4,1,76,76,2,,,1,2,,,,,,,,,4,2,,,,,,,,1,,2,,1,2,,2,,2,,2,,2,,2,2,0,0,0,1,3,3,5,5,5,0,,,,,2,2,2,2,99,2,,,2,1,2,2,1,1,2,2,2,2,1,2,2,2,1,2,0,5,3,5,3,3,4,2,3,4,3,4,1,4,3,0,0,1,3,3,4
7140,6j0uuazejw3n9pha,3,0,762.7054174,EPOY4SJSL67JZXL4P1,1,6,1,2,0,1,0,1,0,1,1,18,1,1,0,0,0,0,0,,1,5,4,1,,2,6,,5,1920,,5,,1,1,,1,1,1,1,1,1,1,0,0,1,0,0,0,0,,,,,0,1,0,0,,1,,,,,,,0,1,0,0,,5,,,2,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,2,2,2,,2,2,2,,2,,,,2,,,,2,,,,,,,,2,,,,2,,2,,,,,,1,1,2,1,0,0,0,0,0,0,0,0,0,1,,1,1,1,1,1,1,1,1,1,80,50,1,50,50,4,2,,,,,,,,,4,2,,,,,,,,1,,3,,5,2,,2,,2,,2,,2,,2,2,0,0,0,1,3,3,3,3,3,0,,,,,99,2,2,2,2,2,2,None,99,2,99,2,2,2,1,2,2,99,99,99,99,99,99,99,0,1,1,1,1,1,1,1,1,1,1,4,3,5,1,2,2,3,2,3,2
7141,z7340ddz4vhru4eu,3,0,915.6073678,EPOY4SMZ2MSKC3L4P6,1,5,3,0,0,1,0,1,0,0,1,35,1,0,0,0,0,0,1,Latino white,1,14,2,1,,2,2,,3,1998,,2,1400,0,,9300,0,,1,1,1,0,0,0,1,1,0,0,0,0,200,150,,,0,0,0,0,,,,,120,90,,,0,0,0,0,,,,,1,70,1,2,2,,,,2,,,,,,,,,,,,2,,,,1,,,,,,,,2,2,,2,2,2,,2,2,,,,2,,,,,,,,2,,,,1,3,,,2,,,,,2,,,3,3,2,2,1,0,1,0,0,0,1,0,0,0,,3,2,2,2,3,3,3,2,1,71,72,1,70,70,5,1,2,1,0,1,1,0,1,0,4,1,3,0,1,0,1,0,0,2,1,1,1,1,1,2,1,1,1,1,2,,1,1,2,2,1,0,0,0,3,2,3,2,3,1,1,0,0,,2,1,2,2,1,1,,,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1,1,0,3,3,4,3,4,4,4,5,4,5,4,3,2,1,1,0,3,2,2,1
7158,5a60bgs8pkxs61yz,3,0,807.278713,EPOY4YC83VSYPWP4P4,1,8,2,2,0,1,0,1,0,1,1,18,2,0,1,0,0,0,0,,2,23,2,2,,1,1,,4,2015,0,3,7500,0,,800,0,,1,1,1,0,0,0,1,0,0,0,0,0,800,,,,0,0,0,0,,,,,700,,,,0,0,0,0,,,,,2,,,,1,3,2,,,,,,,,,,,,,,,,,,1,,,,,,,,1,2,,,1,2,,,1,1,3,,1,1,3,,,,,,,,,,1,2,,3,1,,,,,,,,3,3,3,2,0,0,0,0,0,1,0,0,0,0,,3,3,3,3,3,3,3,3,1,75,75,1,75,75,2,1,2,0,0,0,0,0,0,1,2,1,2,0,0,0,0,1,0,1,,3,,3,2,,2,,1,2,2,,2,,2,1,0,1,0,0,2,2,3,5,5,0,,,,,2,2,1,1,1,1,,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,3,2,1,1,1,2,3,4,1,1,4,2,3,2,2,2,3,3,2,2
7188,cv0gtdvzukgzzqsq,3,0,926.6435709,EPOY52G5DN85LJ64P5,1,3,1,0,0,1,0,1,0,0,1,48,2,0,1,0,0,0,0,,2,23,2,1,,2,2,,3,2016,1,3,400,0,,409,0,,1,1,1,0,0,0,1,1,0,0,0,0,50,50,,,0,0,0,0,,,,,50,50,,,0,0,0,0,,,,,1,250,1,1,1,2,1,1,1,1,1,1,,,,,,,,,1,1,1,1,2,1,0,3,0,0,0,,1,1,,1,1,1,,1,1,1,1,,1,1,1,,,,,,1,1,1,,1,1,,1,1,,,,,1,1,,3,2,2,2,0,0,0,0,0,0,0,0,0,1,,2,3,1,2,2,3,1,1,1,75,80,1,50,50,2,1,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,4,4,4,4,3,1,1,1,0,,2,2,2,2,2,1,,,2,1,2,2,1,1,2,1,1,1,2,2,2,1,1,1,0,2,1,4,5,5,1,2,2,4,2,1,3,3,0,1,1,2,2,1,2
7205,s7m7ve16da948mf4,3,0,956.5370121,EPOY54B9RDYNXYG4P2,1,3,2,0,0,1,0,1,0,0,1,39,2,0,1,0,0,0,0,,2,50,2,2,,1,3,,2,2018,2,5,,1,1,,1,1,1,1,1,0,0,0,1,1,0,0,0,0,75,75,,,0,0,0,0,,,,,50,25,,,0,0,0,0,,,,,2,,,,1,3,1,1,1,1,1,1,,,,,,,,,,,,,2,0,2,0,0,0,0,,2,2,,,1,1,,,2,,,,2,,,,,,,,,,,,2,,,,2,,,,,,,,3,3,3,3,0,0,0,0,0,0,0,0,0,1,,3,3,3,3,3,3,3,3,1,75,75,1,50,50,2,1,2,0,1,0,0,0,0,0,8,2,,,,,,,,4,,2,,2,1,3,1,1,2,,2,,2,,2,2,1,0,0,0,3,3,2,3,3,0,,,,,2,2,2,2,2,2,,,2,2,2,2,1,2,2,2,2,99,2,2,2,2,2,2,0,5,3,3,3,3,3,3,3,5,4,2,1,1,1,0,0,1,2,3,3
7241,an0z0s8amw2nvma5,3,0,549.5136187,EPOY55NJ9P6M38C4P5,1,8,5,1,1,1,0,1,1,1,1,35,2,0,1,0,0,0,0,,2,26,2,3,Aunt,1,2,,4,1999,,3,,1,2,,1,1,1,1,1,0,0,0,1,1,0,0,0,0,,,,,1,1,0,0,2,2,,,,,,,1,1,0,0,2,1,,,1,80,1,2,2,,,,2,,,,,,,,,,,,2,,,,1,,,,,,,,4,4,,4,4,4,,4,2,,,,2,,,,,,,,2,,,,2,,,,2,,,,,2,,,1,1,1,1,0,0,0,0,0,0,0,0,0,1,,3,3,3,3,3,3,3,3,1,78,89,1,76,80,8,2,,,,,,,,,8,2,,,,,,,,4,,4,,5,2,,2,,2,,2,,2,,2,2,1,0,0,0,3,5,5,5,5,0,,,,,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,3,3,4,1,1,1,1,1,1,1,2,1,1,0,0,0,5,4,4,4
7240,f1695ttkv4jz7gub,3,0,1402.914352,EPOY55N2KL8BW6Y4P6,1,5,2,0,0,1,0,1,0,0,1,31,1,0,0,0,1,0,0,,1,5,4,1,,2,2,,4,2015,1,4,2800,0,,10000,0,,1,1,1,0,1,0,1,1,0,0,0,0,300,110,,,0,0,0,0,,,,,500,100,,,0,0,0,0,,,,,1,150,3,1,2,,,,1,1,1,2,,,,,,,,,2,,,,1,,,,,,,,2,2,,2,2,1,,2,2,,,,2,,,,,,,,2,,,,1,2,,,2,,,,,1,2,,3,3,2,3,0,0,0,1,1,1,0,0,0,0,,3,3,4,4,3,3,4,3,1,80,78,1,60,60,2,1,2,0,0,0,1,0,0,0,6,1,4,0,0,1,0,0,0,2,1,3,,1,1,1,2,,2,,1,1,2,,2,2,0,0,0,1,3,2,4,3,3,0,,,,,2,2,2,2,2,1,,,2,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,0,3,4,2,5,4,3,4,5,2,4,3,2,2,1,2,1,1,2,3,3
7248,ytd4j57ukjj35hsw,3,0,1306.07189,EPOY55PXZY66GHD4P4,1,5,2,0,0,1,0,1,0,0,1,47,1,0,0,0,0,1,0,,1,33,1,2,,1,4,,3,2014,0,1,900,0,,10000,0,,1,1,1,0,0,0,1,1,0,0,0,0,70,80,,,0,0,0,0,,,,,100,70,,,0,0,0,0,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,,2,2,,,2,2,,,2,,,,2,,,,,,,,,,,,2,,,,2,,,,,,,,3,4,4,4,0,1,0,0,0,0,0,1,0,0,,3,3,3,2,3,3,3,3,1,72,72,1,68,68,4,2,,,,,,,,,4,2,,,,,,,,2,1,3,,2,2,,2,,2,,2,,1,3,2,2,0,1,0,0,1,3,1,1,4,0,,,,,2,2,1,2,2,2,,,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,1,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,0,0,4,1,1,1
7302,z2hvhm5bwqr4fx60,3,0,892.6472216,EPOY5749NRXT8JZ4P1,1,4,1,0,0,1,0,1,0,0,1,39,1,1,0,0,0,0,0,,1,33,1,2,,1,5,,2,2016,1,2,625,0,,14000,0,,1,1,1,0,0,0,1,1,0,0,0,0,126,170,,,0,0,0,0,,,,,70,50,,,0,0,0,0,,,,,2,,,,1,1,1,2,1,1,2,,,,,,,,,,,,,,1,,,,,,,,3,3,,,1,1,,,1,1,4,,1,1,4,,,,,,,,,,1,2,,3,1,,,,,,,,2,2,3,2,1,1,1,0,0,1,1,1,0,0,,3,2,3,1,3,2,2,2,1,75,65,1,55,50,7,1,4,0,0,0,0,0,0,1,4,2,,,,,,,,4,,1,1,3,1,1,2,,2,,2,,2,,2,2,0,0,1,0,3,3,4,2,3,1,0,1,0,,2,2,2,2,2,1,,,1,1,2,2,1,1,2,1,2,1,1,2,2,2,1,2,0,3,2,3,4,3,2,3,4,3,3,3,3,3,1,3,1,1,2,2,3
7298,8mkg43ywzdd0qghd,3,0,1928.425255,EPOY56Z8PRNR77Y4P9,1,2,1,0,0,1,0,1,0,0,1,19,2,0,1,0,0,0,0,,2,26,2,2,,1,2,,2,2018,2,4,7548,0,,10000,0,,1,1,0,0,0,0,1,0,0,0,0,0,287,,,,0,0,0,0,,,,,375,,,,0,0,0,0,,,,,1,149,1,2,1,1,1,2,,,,,,,,,,,,,2,,,,2,0,0,3,0,0,0,,4,,,3,2,,,2,2,,,,,,,,,,,,2,,,,1,2,,,,,,,,1,1,,3,4,4,3,0,0,0,0,0,1,1,0,0,0,,3,4,4,4,3,3,3,3,1,70,75,1,50,55,2,2,,,,,,,,,6,1,4,1,0,1,0,1,0,3,,1,1,1,1,1,1,1,2,,1,1,2,,2,2,0,1,0,0,3,1,2,1,2,0,,,,,1,2,2,2,2,1,,,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,1,0,3,4,4,5,3,3,4,4,3,2,4,3,2,1,2,3,1,2,3,2
7313,gdvdh8qc2wvmqnkg,3,0,870.9393954,EPOY583V27C79GW4P1,1,7,4,0,0,1,0,1,0,0,1,18,1,0,0,0,0,0,1,Hispanic,1,5,4,2,,1,3,,1,2000,,4,10000,0,,1200,0,,1,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,2,2,,,1,1,1,,2,,,,,,,,,,,,2,,,,2,,,,,,,,2,2,3,2,0,0,0,0,0,0,0,0,0,1,,3,2,3,3,1,1,3,2,2,,,1,90,85,7,1,4,0,1,0,0,0,0,0,1,2,,,,,,,,3,,2,,3,2,,1,2,2,,2,,1,1,2,1,1,0,1,1,1,3,3,1,2,0,,,,,1,2,2,99,2,1,,,1,1,2,1,1,1,2,2,99,2,2,2,2,2,2,1,0,4,3,2,4,3,2,2,3,4,3,5,2,3,2,2,0,2,2,2,2
7336,2tbjh7sqbgcm9sd5,3,0,1747.587451,EPOY59K32YCFJSQ4P3,1,5,2,0,0,1,0,1,0,0,1,37,2,1,1,0,0,0,0,,2,33,1,1,,2,2,,3,2003,,1,500,0,,24,0,,1,1,1,0,0,0,1,1,0,0,0,0,150,150,,,0,0,0,0,,,,,100,20,,,0,0,0,0,,,,,1,20,3,1,1,4,2,,1,4,2,,,,,,,,,,2,,,,2,0,2,0,0,0,0,,1,1,,2,1,1,,2,2,,,,2,,,,,,,,2,,,,2,,,,2,,,,,2,,,3,2,3,2,0,0,0,0,0,1,0,1,0,0,,4,4,2,1,3,3,2,1,1,68,64,1,50,50,7,2,,,,,,,,,1,1,2,0,0,0,1,1,0,2,1,1,1,4,2,,2,,2,,2,,1,3,2,2,1,0,1,0,3,3,2,1,3,0,,,,,1,2,1,2,2,2,,,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,0,4,4,3,3,2,3,3,3,4,3,4,1,4,1,2,2,3,1,1,2
7349,b6erdwjse9qn6vfv,3,0,333.8207273,EPOY5BQDMQKZCTZ4P0,1,4,1,1,0,1,0,1,0,1,1,21,2,1,1,0,0,0,1,Italian,2,50,2,2,,1,4,,2,2018,2,1,15000,0,,20000,0,,1,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,1,1,1,,1,2,1,,,,,,,,,,1,1,,1,1,,,,,,,,4,4,4,4,0,0,0,0,0,0,0,0,0,1,,4,4,4,4,4,4,4,4,2,,,1,73,55,4,2,,,,,,,,,8,2,,,,,,,,4,,4,,5,2,,2,,2,,1,3,2,,2,2,0,0,0,1,1,1,1,1,1,0,,,,,2,2,2,2,2,2,2,Asthma,,,,,,,,,,,,,,,,,1,1,2,1,1,1,1,1,2,2,2,3,5,5,3,3,3,5,4,4,4
7344,qc7nbjuv6zk8ymrc,3,0,1102.618498,EPOY5BL735M94BK4P5,1,3,1,1,0,1,0,1,0,1,1,46,2,0,1,0,0,0,0,,2,23,2,2,,1,2,,3,2018,2,2,900,0,,1700,0,,1,1,1,0,0,0,1,1,0,0,0,0,250,250,,,0,0,0,0,,,,,199,199,,,0,0,0,0,,,,,1,150,2,1,1,4,1,1,1,1,1,1,,,,,,,,,1,1,1,2,2,0,2,0,0,0,0,,1,1,,2,2,2,,2,2,,,,2,,,,,,,,2,,,,1,3,,3,1,,,,,2,,,2,2,2,3,0,0,0,0,0,1,1,0,0,0,,3,3,3,3,2,3,2,2,1,75,80,1,50,50,3,2,,,,,,,,,3,2,,,,,,,,2,1,4,,2,2,,2,,2,,2,,1,1,1,2,1,0,0,0,3,2,2,2,3,0,,,,,1,2,1,2,2,2,,,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,0,3,3,4,3,2,3,3,3,4,3,4,3,4,2,3,1,3,1,2,2
7370,apva9t30cvsyb2x1,3,0,899.39484,EPOY5DSHY3WZBX84P8,1,5,1,1,1,1,0,1,1,1,1,42,1,0,0,0,0,0,1,American,1,5,4,2,,1,2,,3,2014,0,2,1000,0,,22000,0,,1,1,1,0,0,0,1,1,0,0,0,0,,,,,1,1,0,0,2,1,,,,,,,1,1,0,0,5,5,,,1,100,1,1,2,,,,2,,,,,,,,,,,,2,,,,1,,,,,,,,2,2,,2,2,2,,2,2,,,,2,,,,,,,,2,,,,2,,,,2,,,,,2,,,3,2,1,3,0,1,0,0,1,1,1,1,0,0,,2,2,3,2,2,2,2,2,1,70,50,2,,,7,1,1,0,0,0,0,0,0,1,2,1,4,0,1,0,1,1,0,4,,1,1,5,2,,2,,2,,1,1,2,,2,2,0,0,1,0,3,3,5,5,5,0,,,,,2,2,2,2,2,2,,,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,0,5,5,5,3,2,4,2,2,5,5,4,4,3,3,3,2,1,3,3,3
7412,gjtwfmu4dhqne6es,3,0,1685.335668,EPOY5HGB25NMQZP4P2,1,7,1,1,0,1,0,1,0,1,1,33,2,0,1,0,0,0,0,,2,23,2,2,,1,2,,4,2017,3,5,1500,0,,18492,0,,1,1,1,0,0,0,1,1,0,0,0,0,,,,,1,1,0,0,2,3,,,,,,,1,1,0,0,2,3,,,1,200,1,1,1,4,1,3,1,4,1,4,,,,,,,,,1,4,1,3,1,,,,,,,,2,2,,2,2,1,,2,2,,,,2,,,,,,,,2,,,,1,1,,5,1,45,,,,2,,,1,2,1,3,0,0,0,0,0,0,1,1,1,0,"Floors, pluming",1,1,2,1,1,1,1,2,1,81,82,1,50,50,5,1,1,0,0,0,1,0,0,0,2,1,4,1,0,0,1,1,0,1,,3,,4,2,,1,1,1,1,1,1,1,3,1,1,1,0,1,1,3,4,4,5,3,0,,,,,1,1,2,2,1,1,,,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,0,3,4,5,2,3,4,4,2,4,5,4,2,2,3,0,2,3,2,3,2
7443,3hdx4fk88msjfph2,3,0,730.9009159,EPOY5KW5546MX9L4P8,1,6,4,1,0,1,0,1,0,1,1,26,1,1,0,0,0,0,0,,1,33,1,2,,1,4,,3,2018,3,1,300,0,,20305,0,,1,0,1,0,0,0,1,1,0,0,0,0,150,150,,,0,0,0,0,,,,,100,40,,,0,0,0,0,,,,,2,,,,1,4,1,4,1,4,2,,,,,,,,,,,,,,1,,,,,,,,,2,,,,1,,,,,,,1,1,5,16,,,,,,,,,,,,3,1,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,1,1,50,40,2,,,7,1,4,1,0,0,0,1,0,0,1,1,4,1,1,0,1,0,0,1,,3,,4,1,2,2,,1,3,1,1,1,3,1,1,1,1,1,1,3,4,3,5,4,0,,,,,1,2,2,2,1,1,,,2,1,1,1,1,1,2,2,1,2,1,2,2,2,1,1,0,4,4,4,3,2,3,3,2,3,3,5,4,3,3,3,0,3,1,1,1
7444,cd4q40y932adg8yh,3,0,1250.183796,EPOY5L6H2GMRWNV4P4,1,5,1,3,0,1,0,1,0,1,1,22,1,1,0,0,0,0,0,,1,5,4,2,,1,5,,2,2016,1,5,1450,0,,,1,1,1,1,1,0,0,0,1,0,0,0,0,0,60,,,,0,0,0,0,,,,,150,,,,0,0,0,0,,,,,2,,,,1,1,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,3,4,,,1,4,,,2,,,,2,,,,,,,,,,,,1,1,,,2,,,,,,,,4,3,3,3,0,0,0,0,0,1,0,0,0,0,,3,3,3,3,3,3,4,2,2,,,1,60,70,6,2,,,,,,,,,1,1,1,0,0,0,0,0,1,2,1,1,1,2,1,1,1,1,2,,2,,2,,2,2,0,0,0,1,5,5,5,5,5,0,,,,,1,2,2,2,1,2,,,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,0,2,3,3,3,4,3,4,4,4,4,2,1,1,1,0,0,2,3,3,3
7476,52nwa7znsnr3ffsd,3,0,534.3547981,EPOY5NR4R8LZ54W4P1,1,5,2,0,0,1,0,1,0,0,1,19,2,0,1,0,0,0,0,,2,36,2,1,,2,2,,3,2010,,5,,1,1,,1,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,4,4,4,4,0,0,0,0,0,0,0,0,0,1,,4,4,4,4,4,4,4,4,2,,,2,,,8,2,,,,,,,,,8,2,,,,,,,,4,,4,,5,2,,2,,2,,2,,2,,2,2,0,0,0,1,5,5,5,5,5,0,,,,,99,99,99,99,99,99,99,Nothing,,,,,,,,,,,,,,,,,1,1,3,1,1,1,1,1,1,1,5,2,1,1,0,0,0,1,3,3,3
7482,p0uhvbx0z2x3ss51,3,0,705.2501802,EPOY5PCX7YMJZLH4P0,1,5,1,0,0,1,0,1,0,0,1,18,1,1,0,0,0,0,0,,1,5,4,1,,2,2,,5,2018,5,4,10000,0,,16,0,,1,1,1,0,0,0,1,1,0,0,0,0,20,50,,,0,0,0,0,,,,,45,37,,,0,0,0,0,,,,,1,32,2,1,1,2,1,2,1,2,1,2,,,,,,,,,1,1,1,2,2,0,2,0,0,0,0,,1,1,,2,3,1,,1,1,4,2,,1,3,2,,,,,,1,6,2,,1,2,,2,1,,,,,1,2,,1,3,4,3,0,0,0,1,0,1,0,1,0,0,,3,4,1,3,2,4,3,2,1,41,50,1,61,70,2,1,2,0,1,0,0,1,0,0,4,1,2,0,1,0,1,0,0,1,,3,,3,1,2,1,1,1,2,1,2,1,1,1,1,1,1,0,0,2,3,4,2,4,1,1,0,0,,1,2,1,2,2,1,,,1,1,2,1,2,1,2,1,2,2,2,2,2,2,1,2,0,2,3,4,5,3,2,4,5,3,5,3,3,2,1,2,1,3,2,2,3
7497,a8jcfskrt2d5xbqu,3,0,978.8722801,EPOY5QHF5BFPW6Q4P1,1,4,1,0,0,1,0,1,0,0,1,18,1,0,0,0,0,0,1,Hispanic,1,5,4,2,,1,2,,2,2015,2,5,,1,4,12000,0,,1,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,200,1,2,,,,,,,,,,,,,,,,,1,1,1,2,2,0,0,3,0,0,0,,3,3,,3,2,2,,2,2,,,,2,,,,,,,,2,,,,1,1,,,2,,,,,2,,,4,4,4,4,0,0,0,0,0,0,0,0,0,1,,4,3,4,3,4,4,4,3,1,67,60,1,76,69,4,2,,,,,,,,,3,2,,,,,,,,3,,4,,3,2,,2,,2,,2,,2,,2,2,0,0,0,1,2,1,1,1,1,0,,,,,2,2,2,2,2,2,,,1,1,1,1,1,99,2,2,2,2,1,2,2,2,1,1,0,3,2,4,3,3,3,3,4,2,3,3,1,3,1,1,0,1,3,3,3
7601,p9t2a9kmh241s9h5,3,0,506.7870524,EPOY68XRDKGYCD34P2,1,4,2,1,0,1,0,1,0,1,1,27,1,0,0,1,0,0,0,,1,5,4,1,,2,2,,0,1979,,3,15000,0,,10000,0,,1,1,0,0,0,0,0,1,0,1,0,0,,50,,50,0,0,0,0,,,,,,50,,50,0,0,0,0,,,,,1,500,1,1,,,,,1,1,1,3,,,,,1,2,1,2,1,1,1,2,2,0,2,0,4,0,0,,1,,,2,1,,,1,1,5,2,,,,,,,,,,1,6,2,,1,2,,,,,,,,1,2,,1,1,1,1,0,0,0,1,0,0,0,0,0,0,,4,3,4,3,4,3,4,4,1,40,40,1,50,50,5,1,3,0,1,0,0,0,0,0,3,1,2,0,0,0,0,1,0,2,1,3,,2,1,3,1,3,1,3,2,,1,3,1,1,0,1,0,0,4,4,4,4,4,1,1,0,0,,1,1,2,2,2,2,,,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,4,3,2,4,5,4,3,3,5,4,1,4,4,0,0,1,1,1,1,2
