"","ESC1r1","ESC1r2","ESC1r3","ESC1r4","ESC1ar1","ESC1ar2","ESC1ar3","ESC1ar4","ESC2","EB2a","EB2b","EB4","EB5r1","EB6r1","EB7a","EB7b","EB7d","EB8a","EB8b","EB8d","HEC1r1a","HEC1r1b","HEC1r1c","HEC1r1d","HEC2r1","HEC2r2","HEC2r3","HEC2r4","HEC2r5","HEC2r6","HEC2r7","HEC2r8","HEC2r9","HEC2r10","HEC3r3a","HEC3r3b","HEC3r3c","HEC3r3d","HEC3r3e","HEC3r3f","HEC3r3g","HEC3r3h","HEC4a","HEC4b","HEC5","HEC5a","HEC6","HEC6a","CEP1","CEP2","CEP3","CEP4","CEP5","CEP6","CEP7","CEP8r1","CEP8r2","CEP8r3","CEP8r4"
"1",1,0,1,0,1,0,1,1,1,1,NA,2,2,2,1,NA,1,1,NA,1,3,2,2,3,0,0,1,0,0,1,0,0,0,0,2,3,3,2,3,2,2,3,1,1,3,1,4,1,1,2,1,1,1,2,1,0,0,1,0
"2",1,1,0,0,1,1,0,0,2,2,2,1,4,4,2,2,NA,2,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,8,2,8,2,2,2,2,2,2,2,2,1,0,1,0
"3",1,1,0,0,0,0,0,0,2,NA,NA,1,3,3,2,2,NA,2,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,1,2,1,5,2,2,2,2,2,2,2,2,0,0,0,1
"4",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,3,2,2,3,0,0,0,1,1,0,0,0,0,0,3,2,3,3,2,2,2,3,1,2,5,1,4,1,2,2,2,2,2,2,2,0,0,0,1
"5",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,1,NA,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"6",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,5,2,3,2,2,2,2,2,2,2,2,0,0,1,0
"7",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,2,2,NA,4,1,4,4,0,0,0,0,0,0,0,0,0,1,4,2,3,3,3,4,4,2,1,1,7,2,1,2,2,2,2,2,2,2,2,0,0,1,0
"8",0,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,2,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,2,8,2,8,2,2,2,2,2,2,2,2,0,0,0,1
"9",1,0,0,0,1,0,0,0,2,2,NA,1,1,2,2,NA,NA,2,NA,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,1,3,2,2,1,5,2,4,2,2,2,2,2,2,2,2,0,1,1,0
"10",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,4,4,4,3,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,4,2,3,2,2,2,2,2,2,2,2,0,0,1,0
"11",1,0,0,0,1,0,0,0,2,1,NA,2,2,2,2,NA,NA,1,NA,NA,4,4,4,4,0,0,0,0,0,0,0,0,0,1,3,4,3,4,4,4,4,4,1,1,4,2,2,2,2,2,2,2,1,2,2,1,0,0,0
"12",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,1,2,3,2,2,0,0,0,0,0,0,0,0,0,1,3,2,4,3,4,3,3,3,1,1,3,2,3,2,2,2,2,2,2,2,2,0,0,1,0
"13",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,1,NA,NA,4,3,4,3,0,0,0,0,0,0,0,0,0,1,3,4,3,4,3,3,2,4,2,2,6,2,3,2,2,2,2,2,2,2,2,0,0,0,1
"14",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,2,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"15",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,2,NA,NA,4,4,4,4,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"16",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,4,4,3,3,0,0,0,0,0,1,0,0,0,0,3,2,3,4,4,4,4,3,1,1,2,2,6,2,2,2,2,2,2,2,2,1,0,0,0
"17",1,0,1,0,1,0,1,0,2,2,NA,1,2,2,2,NA,NA,2,NA,NA,2,3,3,4,0,0,0,0,0,1,1,0,0,0,3,3,3,2,3,3,3,3,1,1,4,2,4,1,2,2,2,2,1,2,2,0,0,0,1
"18",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,4,4,3,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"19",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,3,4,3,3,3,3,3,3,1,1,5,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"20",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,1,2,NA,1,2,2,3,1,0,1,1,1,0,1,0,0,0,2,1,2,1,1,1,1,3,1,2,7,1,1,1,1,1,2,2,2,2,2,0,0,1,1
"21",0,1,0,0,0,1,0,0,1,NA,1,2,NA,NA,NA,1,1,NA,1,1,4,3,3,4,0,0,1,1,0,1,0,0,0,0,4,3,4,3,3,4,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,0,0
"22",1,0,0,0,0,0,0,0,1,NA,NA,NA,4,4,2,NA,2,2,NA,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,8,2,3,2,2,2,2,2,2,2,2,0,0,0,1
"23",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,2,3,2,4,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"24",1,1,0,0,1,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"25",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,2,NA,NA,4,4,4,4,0,0,0,0,0,0,0,0,0,1,3,4,4,3,3,3,3,3,1,1,4,2,4,2,1,2,2,2,2,2,2,0,0,0,1
"26",1,0,0,0,1,0,0,0,1,2,NA,1,2,4,2,NA,2,2,NA,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,8,2,8,2,2,2,2,2,2,2,2,1,0,0,0
"27",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,2,NA,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,2,3,3,3,3,1,1,2,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"28",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,2,2,NA,3,4,4,4,0,0,0,0,0,0,0,0,0,1,3,2,2,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"29",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,2,NA,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,5,2,3,2,2,2,2,2,2,2,2,0,0,0,1
"30",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,3,3,4,4,0,0,0,0,0,0,0,0,0,1,3,3,4,3,3,4,4,4,1,1,4,2,3,2,2,2,2,2,2,2,2,0,0,1,0
"31",1,1,0,0,1,1,0,0,1,2,2,1,4,4,2,2,2,2,2,2,4,4,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,4,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"32",1,0,0,1,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,2,NA,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"33",0,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,4,4,4,0,0,0,0,0,0,0,0,0,1,3,4,4,3,4,4,4,4,1,1,4,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"34",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,3,3,3,4,0,0,0,0,0,0,1,0,0,0,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"35",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,4,4,4,3,0,0,0,0,0,0,0,0,0,1,4,3,3,4,4,3,3,4,1,1,4,2,3,2,2,2,2,2,2,2,2,0,0,0,1
"36",1,1,0,0,1,1,0,0,2,2,2,1,4,2,2,2,NA,2,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,2,4,2,4,2,2,2,2,2,2,2,2,0,1,0,0
"37",0,1,0,0,1,1,0,0,1,2,2,1,NA,NA,NA,2,2,NA,2,2,4,4,3,4,0,0,0,0,0,0,0,0,0,1,3,3,4,4,3,4,3,4,1,2,4,2,2,2,2,2,2,2,2,2,2,0,0,0,1
"38",1,0,0,0,0,0,1,0,2,NA,NA,2,2,2,2,NA,NA,2,NA,NA,2,1,3,4,0,0,1,0,0,0,0,0,0,0,3,3,1,2,2,2,2,2,2,1,4,2,3,2,1,2,1,2,2,2,2,0,1,0,0
"39",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,2,3,3,3,0,0,0,0,0,0,0,0,0,1,4,3,3,2,3,3,3,3,1,1,6,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"40",1,0,0,0,1,0,0,0,2,1,NA,1,2,2,2,NA,NA,1,NA,NA,3,3,3,4,0,0,0,0,0,0,0,0,0,1,3,3,4,3,3,4,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"41",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,5,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"42",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,1,NA,2,3,3,3,3,0,0,0,0,0,0,0,0,1,0,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"43",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,2,NA,2,4,3,4,3,0,0,0,0,0,0,0,0,0,1,4,3,4,4,4,4,4,3,1,1,4,2,5,2,2,2,2,2,2,2,2,0,0,1,0
"44",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,2,NA,2,3,3,4,4,0,0,0,0,0,0,0,0,0,1,3,3,4,3,4,3,4,3,1,1,4,2,3,2,2,2,2,2,2,2,2,0,0,0,1
"45",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,1,4,4,4,4,0,0,0,0,0,0,0,0,1,0,4,4,4,4,4,4,3,4,1,1,5,1,4,2,2,2,2,2,2,2,2,0,0,0,1
"46",0,1,0,0,1,1,0,0,1,2,2,1,NA,NA,NA,2,2,NA,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,4,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"47",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,1,NA,NA,3,4,4,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,2,3,3,3,1,1,5,2,3,2,2,2,2,2,2,2,2,0,0,0,1
"48",1,0,1,0,1,0,1,0,2,2,NA,1,2,2,2,NA,NA,1,NA,NA,4,4,4,4,0,0,0,0,0,0,0,0,0,1,3,3,4,4,4,4,4,4,1,1,5,2,4,2,1,2,2,2,2,2,2,0,0,0,1
"49",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,2,2,NA,4,4,4,4,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,2,4,2,5,2,1,2,2,2,2,2,2,0,0,0,1
"50",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,5,2,3,2,2,2,2,2,2,2,2,0,0,0,1
"51",1,0,0,0,1,0,0,0,2,2,NA,1,4,4,2,NA,NA,2,NA,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,5,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"52",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,2,NA,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"53",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,1,2,NA,3,3,3,3,1,0,0,0,0,0,0,0,0,0,3,3,3,3,4,4,4,3,1,1,4,2,3,2,2,2,2,2,2,2,2,0,0,0,1
"54",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,3,3,4,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,4,4,3,3,1,1,5,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"55",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"56",1,1,0,0,0,1,0,0,2,NA,2,1,4,2,2,2,NA,2,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,5,2,4,1,1,2,2,2,2,2,2,0,0,0,1
"57",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,4,3,4,4,0,0,0,0,0,0,0,0,0,1,3,3,3,4,4,4,4,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"58",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,2,2,NA,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"59",1,1,0,0,0,1,0,0,2,NA,2,1,2,2,2,2,NA,1,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,5,2,2,2,2,2,2,2,2,0,0,0,1
"60",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,2,6,1,4,2,1,2,2,2,2,2,2,0,0,1,0
"61",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,1,NA,NA,3,3,2,4,0,1,0,0,1,0,1,0,0,0,3,2,3,3,3,3,3,3,1,1,2,2,4,2,2,1,2,2,2,2,2,0,0,1,0
"62",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,3,3,4,4,4,4,4,3,1,1,4,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"63",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,4,3,4,3,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,3,1,1,4,2,5,2,2,2,2,2,2,2,2,0,0,0,1
"64",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,3,0,0,0,0,0,0,0,0,0,1,2,2,3,2,3,3,3,3,1,1,6,2,2,1,1,2,2,2,2,2,2,0,0,1,1
"65",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,3,3,3,4,0,0,0,0,0,0,0,0,0,1,3,2,3,3,3,3,3,3,1,2,4,2,2,1,2,2,1,2,2,2,2,0,0,1,0
"66",0,0,1,0,1,0,1,0,1,2,NA,1,NA,NA,NA,NA,2,NA,NA,2,1,2,2,3,0,0,0,0,0,0,1,0,0,0,3,2,4,3,3,4,3,4,1,1,3,2,1,2,2,2,2,2,2,2,2,0,0,1,0
"67",1,0,1,0,1,0,1,0,1,2,NA,1,2,2,2,NA,2,1,NA,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,3,3,4,3,3,1,1,4,2,5,2,2,2,2,2,2,2,2,0,0,0,1
"68",1,1,0,0,1,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,0,0,0,0,0,1,0,1,0,3,2,3,2,3,3,3,3,1,1,5,2,4,2,1,2,2,2,2,2,2,0,0,1,0
"69",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,2,2,NA,3,3,3,3,0,0,0,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,1,1,2,2,6,2,2,2,2,2,2,2,2,0,0,1,0
"70",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,3,2,5,2,2,2,2,2,2,2,2,1,0,0,0
"71",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,4,4,4,3,0,0,0,0,0,0,0,0,0,1,4,4,3,3,4,3,3,4,1,1,2,2,3,2,2,2,2,2,2,2,2,1,0,0,0
"72",1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,4,4,4,1,0,1,0,0,1,0,0,0,0,3,4,4,4,3,3,4,4,1,1,2,1,4,1,1,1,1,1,1,1,1,0,1,1,0
"73",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,3,4,2,4,0,0,0,0,1,0,0,0,0,0,4,2,4,4,4,4,2,4,1,1,5,2,5,2,1,2,2,2,2,2,2,0,0,1,0
"74",0,1,0,0,1,1,0,0,2,2,2,1,NA,NA,NA,2,NA,NA,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,5,2,2,2,2,2,2,2,2,0,0,1,0
"75",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,1,2,3,3,3,3,0,0,0,0,0,0,0,1,0,0,3,3,4,2,3,3,3,3,1,1,4,1,4,2,2,1,2,2,2,2,2,0,0,1,0
"76",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,1,NA,1,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"77",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,4,2,6,2,1,1,2,2,2,2,2,1,0,0,0
"78",0,0,1,0,1,0,1,0,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,0,0,0,0,1,0,1,0,0,0,3,2,3,2,3,3,2,3,1,2,5,2,2,1,2,2,1,1,2,2,2,0,0,1,0
"79",0,1,0,0,0,1,0,0,1,NA,1,2,NA,NA,NA,2,1,NA,1,1,3,3,3,3,0,0,0,1,0,0,0,0,0,0,1,2,2,3,3,4,4,3,2,1,4,2,4,2,1,1,1,1,2,1,2,0,1,0,0
"80",1,0,0,0,1,0,0,0,2,2,NA,1,4,2,2,NA,NA,1,NA,NA,2,2,3,3,0,0,0,0,0,0,0,0,0,1,3,2,3,2,3,3,3,3,1,1,4,1,1,2,1,2,2,2,1,2,2,0,0,1,0
"81",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,2,NA,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,5,2,5,2,2,2,2,2,2,2,2,0,0,1,0
"82",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,2,NA,2,4,4,4,2,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,2,2,6,2,2,2,2,2,2,2,2,1,0,0,0
"83",1,1,0,0,1,1,0,0,2,1,1,1,2,2,2,2,NA,1,2,NA,2,2,2,3,0,0,0,0,0,0,0,0,0,1,2,2,2,3,2,2,2,3,2,2,6,2,1,2,1,1,2,2,2,2,2,0,0,0,1
"84",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,3,3,3,3,0,0,0,0,0,1,0,1,0,0,3,2,3,2,3,3,2,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"85",1,1,0,0,1,0,0,0,2,2,NA,1,2,2,2,2,NA,2,2,NA,3,3,4,4,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,4,3,3,2,1,1,2,5,2,2,2,2,2,2,2,2,1,0,0,0
"86",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,1,NA,NA,2,2,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,1,2,2,2,2,2,2,0,0,1,0
"87",1,1,0,0,1,1,0,0,1,2,1,1,4,4,2,2,2,1,2,2,3,3,3,3,0,0,1,0,1,1,1,1,0,0,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"88",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,1,NA,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,4,3,3,4,4,3,3,4,1,1,5,1,1,2,2,2,2,2,2,2,2,1,0,0,0
"89",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,0,0,1,1,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,1,2,1,3,2,2,1,2,2,2,2,2,0,1,0,0
"90",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,2,NA,NA,2,2,2,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,7,1,1,1,2,2,2,2,2,2,2,0,0,0,1
"91",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,3,3,3,3,1,0,0,1,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,1,4,2,6,2,2,1,2,2,2,2,2,0,0,0,1
"92",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,1,2,NA,3,3,3,3,0,0,0,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,1,1,7,1,1,1,2,1,2,1,2,2,2,0,0,1,0
"93",1,1,0,0,1,1,0,0,2,1,1,2,2,2,1,1,NA,2,2,NA,3,3,3,3,0,0,1,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,2,1,3,2,1,2,1,2,2,2,1,2,2,0,0,1,0
"94",1,1,0,0,1,1,0,0,2,1,1,2,2,2,2,2,NA,1,1,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,2,2,2,1,1,2,2,2,2,2,2,1,0,0,0
"95",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,1,2,1,1,2,0,0,1,0,0,0,0,0,0,0,1,1,1,1,4,1,1,1,1,2,2,2,4,1,2,1,1,1,1,2,1,0,1,1,0
"96",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,3,3,1,1,1,3,3,1,1,2,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"97",0,1,0,0,1,1,0,0,2,2,2,1,NA,NA,NA,2,NA,NA,2,NA,4,4,4,3,0,0,0,0,0,0,0,0,0,1,3,4,4,4,4,4,4,3,2,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"98",1,1,0,0,0,1,0,0,1,NA,2,2,3,3,2,2,2,2,2,2,3,3,3,4,0,0,0,0,0,0,0,0,0,1,3,3,4,3,4,3,3,3,2,2,4,2,5,1,1,1,1,1,1,1,1,1,0,0,0
"99",1,1,0,0,1,1,0,0,1,1,1,2,1,1,1,1,1,1,1,1,4,4,4,4,0,1,0,0,1,0,0,0,0,0,4,3,4,4,4,4,4,4,1,1,2,1,3,1,1,1,1,1,1,1,1,1,0,0,0
"100",1,1,1,0,0,0,0,0,2,NA,NA,NA,2,3,2,2,NA,2,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,2,4,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"101",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"102",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,1,NA,2,3,3,4,4,0,0,0,0,0,0,0,0,1,0,3,4,4,2,3,4,4,3,1,1,4,2,3,2,1,2,2,2,2,2,2,0,0,1,0
"103",0,0,1,0,0,0,1,0,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,1,4,4,4,4,0,0,0,0,1,0,0,0,0,0,4,4,4,4,4,4,4,4,1,1,2,1,3,1,1,1,1,1,1,1,1,1,0,0,0
"104",0,1,0,0,1,1,0,0,1,2,2,1,NA,NA,NA,2,2,NA,2,2,2,3,2,2,0,1,0,0,0,0,0,1,0,0,3,3,3,2,3,3,3,3,1,1,5,2,3,1,2,2,2,2,1,2,2,0,0,1,0
"105",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,3,3,3,2,0,0,0,0,0,0,0,0,0,1,3,4,3,3,3,3,3,3,1,1,5,2,3,1,1,2,2,2,2,2,2,1,0,0,0
"106",0,0,0,1,0,0,0,0,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,1,1,2,3,3,0,0,0,0,0,0,0,1,0,0,2,3,3,4,3,4,4,4,1,1,2,1,5,1,1,1,1,1,1,1,1,0,1,0,0
"107",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,2,NA,NA,3,3,3,3,0,0,1,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,1,2,2,6,2,2,2,2,2,2,2,2,1,0,0,0
"108",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,0,0,1,1,0,0,0,0,0,0,3,3,2,3,3,3,3,3,1,1,2,2,5,2,2,2,2,2,2,2,2,0,1,0,0
"109",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,1,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,2,3,3,2,3,1,2,4,2,2,1,2,2,2,2,2,2,2,1,0,0,0
"110",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,2,4,2,3,2,1,2,2,2,2,2,2,1,0,0,0
