"","ESC1r1","ESC1r2","ESC1r3","ESC1r4","ESC1ar1","ESC1ar2","ESC1ar3","ESC1ar4","ESC2","EB2a","EB2b","EB4","EB5r1","EB6r1","EB7a","EB7b","EB7d","EB8a","EB8b","EB8d","HEC1r1a","HEC1r1b","HEC1r1c","HEC1r1d","HEC2r1","HEC2r2","HEC2r3","HEC2r4","HEC2r5","HEC2r6","HEC2r7","HEC2r8","HEC2r9","HEC2r10","HEC3r3a","HEC3r3b","HEC3r3c","HEC3r3d","HEC3r3e","HEC3r3f","HEC3r3g","HEC3r3h","HEC4a","HEC4b","HEC5","HEC5a","HEC6","HEC6a","CEP1","CEP2","CEP3","CEP4","CEP5","CEP6","CEP7","CEP8r1","CEP8r2","CEP8r3","CEP8r4"
"620",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,1,NA,2,3,4,4,3,0,0,0,0,0,0,0,0,0,1,4,3,3,4,4,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"621",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,2,NA,NA,2,2,3,3,0,0,0,0,0,0,0,0,0,1,3,1,3,2,3,3,3,2,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"622",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,3,3,3,3,0,0,0,0,0,0,0,0,1,0,3,3,3,3,4,4,4,4,1,1,2,2,3,2,2,2,2,2,2,2,2,1,0,0,0
"623",0,1,0,0,0,1,0,0,1,NA,1,2,NA,NA,NA,1,1,NA,1,1,2,3,2,3,0,0,1,0,0,0,0,0,0,0,2,3,3,3,4,2,3,2,1,1,2,1,3,1,1,2,1,1,1,1,2,0,1,0,0
"624",1,1,0,0,1,1,0,0,1,1,2,1,2,2,2,2,2,1,2,2,3,2,3,4,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,1,3,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"625",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,3,3,3,2,0,0,0,0,0,0,0,0,0,1,4,3,3,3,2,3,3,4,1,1,7,2,2,2,1,2,2,1,2,2,2,0,0,1,0
"626",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,1,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,3,4,3,3,3,4,2,2,6,2,2,2,2,2,2,2,2,2,2,0,0,0,1
"627",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,3,3,3,3,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,2,3,1,2,2,2,2,2,2,2,2,2,0,0,0,1
"628",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,1,3,3,4,3,0,0,0,0,0,0,0,0,0,1,3,3,4,3,4,3,3,3,1,1,2,2,3,1,2,2,2,2,2,2,2,0,0,0,1
"629",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,4,4,4,3,0,0,0,0,0,0,0,0,0,1,3,4,4,3,4,4,4,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"630",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,1,3,3,2,3,0,0,0,0,0,0,0,1,0,0,3,2,2,2,3,3,3,2,1,1,5,2,3,2,1,2,2,2,2,2,2,0,0,1,0
"631",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,1,NA,2,3,4,3,3,0,0,0,0,0,0,0,0,0,1,4,3,3,3,3,3,3,3,1,1,6,1,4,2,1,2,2,2,2,2,2,0,0,1,0
"632",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,2,NA,2,3,4,4,3,0,0,0,0,0,0,0,0,0,1,3,4,4,3,3,3,4,3,1,1,2,2,6,2,2,2,2,2,2,2,2,1,0,0,0
"633",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,1,2,2,1,3,0,0,0,0,0,0,0,0,1,0,3,2,3,2,2,2,2,2,1,1,6,1,2,1,1,1,1,2,1,2,1,0,0,1,0
"634",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,2,NA,2,3,4,4,4,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,4,3,1,1,4,1,3,2,2,2,2,2,2,2,2,1,0,0,0
"635",1,0,0,0,1,0,0,0,1,1,NA,1,2,2,2,NA,1,1,NA,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,7,1,6,1,1,1,2,2,1,2,2,0,0,1,0
"636",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,1,NA,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,1,4,2,3,2,2,2,2,2,2,2,2,1,0,0,0
"637",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,2,NA,1,2,3,3,3,0,0,0,0,0,1,0,1,0,0,3,3,2,3,3,3,3,2,1,1,3,2,5,2,2,2,2,2,2,1,2,0,0,0,1
"638",1,1,0,0,1,1,0,0,1,2,2,1,3,4,2,2,2,1,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,2,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"639",1,1,0,0,1,1,0,0,1,1,1,2,1,1,1,2,2,1,1,2,4,3,3,3,0,0,1,0,1,1,0,0,0,0,3,3,3,4,4,4,3,3,1,1,1,1,6,1,1,1,1,1,1,1,1,0,1,0,0
"640",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,2,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,1,0,0
"641",1,0,0,0,1,0,0,0,2,1,NA,1,2,2,2,NA,NA,2,NA,NA,3,3,3,3,1,0,0,0,0,0,0,1,0,0,3,3,2,2,3,3,3,3,1,1,4,2,1,2,2,1,2,2,2,2,2,0,0,0,1
"642",1,0,0,0,1,0,0,1,2,2,NA,1,2,2,2,NA,NA,2,NA,NA,4,4,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,5,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"643",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"644",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,1,NA,NA,3,3,4,3,0,0,0,0,0,0,0,0,0,1,4,3,3,3,4,4,4,3,1,1,4,2,4,2,2,2,2,1,2,2,2,0,0,1,0
"645",1,0,0,0,0,0,0,0,2,NA,NA,1,2,2,2,NA,NA,1,NA,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,5,2,8,2,2,2,2,2,2,2,2,0,0,1,0
"646",0,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,3,3,2,0,0,0,0,1,0,0,0,0,0,3,2,3,3,3,2,2,2,1,1,6,2,5,2,2,2,1,2,1,1,1,0,1,0,0
"647",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,1,NA,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,1,3,1,1,3,2,6,2,1,1,2,2,2,2,2,0,0,0,1
"648",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,2,NA,1,3,3,4,4,0,0,0,0,0,1,1,0,0,0,3,3,4,4,4,4,4,3,1,1,5,2,2,2,2,2,2,2,2,2,2,1,0,0,0
"649",1,0,0,0,1,0,0,0,1,2,NA,1,3,2,2,NA,2,1,NA,2,3,3,3,3,0,0,1,0,0,1,0,0,0,0,3,3,3,3,3,3,3,3,1,1,5,2,2,1,2,2,2,2,2,2,2,1,0,0,0
"650",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,1,2,NA,4,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,6,1,1,1,1,1,1,2,2,2,2,1,0,0,0
"651",0,1,0,0,1,1,0,0,1,2,2,1,NA,NA,NA,2,2,NA,2,2,2,2,3,3,1,0,0,0,0,1,1,1,0,0,3,3,3,3,3,3,3,2,1,1,5,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"652",0,1,0,0,0,1,0,0,1,NA,2,1,NA,NA,NA,2,2,NA,2,2,4,3,4,3,0,0,0,0,0,0,0,0,0,1,3,4,3,4,3,3,2,3,1,1,7,2,1,1,2,2,2,2,1,2,2,1,0,1,0
"653",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,4,4,3,4,0,0,0,0,0,0,0,0,0,1,3,3,4,4,3,3,4,3,1,1,4,1,1,1,1,2,2,2,2,2,2,0,1,0,0
"654",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,1,1,1,3,4,0,1,1,1,0,1,0,0,0,0,4,2,3,3,3,3,3,3,1,1,6,1,4,1,2,2,2,2,2,2,2,0,0,1,0
"655",0,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,2,3,1,0,0,0,1,0,0,0,0,0,3,1,1,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"656",1,1,0,0,1,1,0,0,1,2,2,1,1,2,2,2,2,1,2,2,4,4,4,4,0,0,0,0,0,1,0,0,0,0,4,4,4,4,4,4,4,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"657",1,1,0,0,1,1,0,0,1,2,2,1,4,4,2,2,2,2,2,2,3,3,3,3,0,0,0,1,0,0,0,1,0,0,3,3,3,2,3,2,2,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"658",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,1,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,2,3,3,2,3,1,1,5,2,3,2,1,2,2,2,2,2,2,0,0,0,1
"659",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,2,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,4,4,3,3,3,2,3,1,1,5,2,5,2,2,2,2,1,2,2,2,1,0,0,0
"660",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,1,2,NA,2,3,3,2,0,0,0,0,0,0,0,0,0,1,3,2,3,1,2,3,3,3,1,1,5,2,4,2,1,2,2,2,2,2,2,1,0,1,0
"661",1,0,0,0,1,0,0,0,2,1,NA,1,4,4,2,NA,NA,1,NA,NA,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,5,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"662",1,1,0,0,1,1,0,0,1,2,2,2,2,2,2,2,2,1,2,2,3,3,2,3,1,0,0,0,0,0,0,0,0,0,3,2,3,2,3,2,4,3,1,1,6,2,3,2,2,1,2,2,2,2,2,0,0,1,0
"663",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,3,3,3,4,4,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"664",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,2,NA,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,2,2,3,2,2,2,2,2,2,2,2,1,0,0,0
"665",1,1,0,0,1,0,0,0,2,1,NA,1,2,2,2,2,NA,2,2,NA,2,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,2,2,3,3,3,3,1,1,3,2,1,1,1,2,1,1,1,1,1,1,0,0,0
"666",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,6,2,3,1,2,2,2,2,2,2,2,0,0,0,1
"667",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,2,2,NA,3,4,3,3,0,0,0,0,0,0,0,0,0,1,4,3,4,4,4,4,4,4,1,1,6,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"668",1,0,0,0,1,0,0,0,1,2,NA,2,2,2,2,NA,2,1,NA,2,3,4,4,4,0,0,0,0,0,0,0,0,0,1,3,3,3,3,4,4,4,4,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"669",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,4,4,4,4,0,1,0,1,1,0,0,0,0,0,3,2,3,2,2,3,2,4,1,2,3,2,2,1,1,1,2,2,2,2,2,0,0,1,0
"670",0,1,1,1,0,0,1,0,1,NA,NA,1,NA,NA,NA,1,1,NA,2,2,2,2,4,3,1,0,1,0,1,0,1,1,0,0,3,4,3,4,3,4,4,3,1,2,2,1,5,1,2,1,1,2,1,2,2,0,1,0,0
"671",1,1,0,0,1,1,0,0,2,1,1,2,2,1,2,2,NA,1,2,NA,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,6,2,1,1,1,1,2,2,1,2,1,1,0,1,1
"672",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,4,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"673",1,1,0,0,0,0,0,0,2,NA,NA,1,2,1,2,2,NA,1,2,NA,3,2,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,2,7,2,1,1,2,2,2,1,2,2,2,0,0,1,0
"674",1,0,0,0,1,0,0,0,1,1,NA,2,1,1,1,NA,1,1,NA,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
"675",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,3,4,4,0,0,0,1,0,1,1,0,0,0,4,4,3,4,4,3,4,4,1,1,1,1,3,1,1,1,1,1,1,1,1,0,1,0,0
"676",1,0,0,0,0,0,1,0,1,NA,NA,2,1,1,1,NA,1,1,NA,1,3,2,3,2,0,0,1,0,0,0,0,0,0,0,2,2,4,2,3,2,4,2,1,1,4,1,3,1,1,1,1,1,1,1,1,0,1,0,0
"677",1,1,0,1,0,0,0,0,2,NA,NA,1,2,2,2,2,NA,1,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,4,4,3,1,1,4,1,4,1,1,2,2,2,2,2,2,0,0,0,1
"678",1,0,0,0,1,1,0,0,2,2,2,1,2,2,2,NA,NA,2,NA,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,2,2,2,2,1,2,2,2,1,2,2,1,0,0,0
"679",1,0,0,0,0,1,0,0,1,NA,1,2,1,2,1,NA,1,1,NA,1,2,1,3,1,0,0,1,0,0,0,0,0,0,0,3,1,2,1,3,2,2,2,1,1,3,1,3,1,1,1,1,1,1,1,1,1,0,0,0
"680",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,2,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,3,2,2,2,2,2,2,2,2,0,0,1,0
"681",1,0,0,0,1,0,0,0,2,1,NA,1,2,1,2,NA,NA,1,NA,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,2,4,2,3,3,2,3,1,1,6,1,2,2,1,2,2,2,2,2,2,0,0,1,0
"682",1,1,0,0,0,0,0,0,2,NA,NA,1,2,2,2,2,NA,2,2,NA,3,3,2,3,0,0,0,0,0,0,0,0,0,1,3,2,3,3,2,3,3,3,1,1,6,1,3,1,2,2,2,2,2,2,2,0,0,1,0
"683",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,2,2,NA,3,4,4,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,5,2,3,2,2,2,2,2,2,2,2,0,0,0,1
"684",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,2,2,NA,2,2,2,2,1,0,0,0,0,0,0,1,0,0,2,2,2,2,2,3,3,3,1,1,5,1,3,2,1,2,2,1,2,2,2,0,0,1,1
"685",1,1,0,0,1,1,0,0,1,2,2,1,3,2,2,2,2,1,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,2,1,3,2,2,2,1,2,1,1,5,2,3,2,1,2,2,2,2,2,2,0,0,1,1
"686",1,1,0,0,1,1,0,0,1,1,1,2,1,1,1,1,1,1,1,1,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0,0,0
"687",1,1,0,0,1,1,0,0,1,2,2,2,2,2,2,2,2,1,2,1,3,2,3,3,0,0,0,0,0,1,0,0,0,0,3,3,3,2,3,3,3,2,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"688",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,2,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,2,3,3,2,3,3,3,3,1,1,2,2,3,2,2,2,2,2,2,2,2,0,0,0,1
"689",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,2,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"690",1,1,0,0,0,0,0,0,1,NA,NA,NA,2,2,2,2,2,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,2,4,2,6,2,2,2,2,2,2,2,2,1,0,0,0
"691",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,3,3,3,3,0,0,0,0,0,1,1,0,0,0,2,2,3,2,2,2,2,3,2,1,6,2,1,1,1,1,2,2,2,2,2,0,0,1,1
"692",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,1,NA,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0
"693",0,1,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,3,3,2,2,0,0,0,0,1,0,0,0,0,0,3,3,3,3,3,3,1,2,2,2,7,1,1,1,1,1,2,1,2,2,2,0,0,0,1
"694",1,1,0,0,1,1,0,0,1,1,1,2,1,2,2,2,2,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,2,1,2,3,2,2,2,2,2,2,2,2,1,0,0,0
"695",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"696",1,0,0,0,0,0,0,0,2,NA,NA,1,2,2,2,NA,NA,2,NA,NA,2,3,2,3,0,0,0,0,0,0,0,0,1,0,3,3,3,3,2,3,3,3,1,1,4,2,4,1,1,2,1,2,2,2,2,0,0,0,1
"697",1,0,0,0,1,0,0,0,1,1,NA,1,2,1,1,NA,2,2,NA,2,2,2,3,3,1,0,0,0,1,1,1,1,0,0,2,3,3,3,2,3,2,3,1,1,6,2,1,2,1,2,1,2,1,2,2,0,0,1,0
"698",1,0,0,0,1,0,0,0,1,2,NA,1,1,2,2,NA,2,2,NA,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,1,5,2,2,2,2,2,2,2,2,2,2,0,0,0,1
"699",1,1,0,0,1,1,0,0,1,2,2,1,4,2,2,2,2,1,1,2,1,3,2,2,1,1,0,1,0,0,0,0,0,0,3,1,3,3,3,2,1,3,1,2,6,1,2,1,1,2,1,1,2,2,2,1,0,1,0
"700",1,0,0,0,1,0,0,0,2,2,NA,1,3,2,2,NA,NA,2,NA,NA,2,2,2,2,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,0,1,0,0
"701",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,1,2,3,3,3,0,0,0,0,0,0,0,0,1,0,3,3,3,2,3,3,3,3,1,1,5,2,6,2,2,2,2,2,2,2,2,0,0,1,0
"702",1,1,0,1,1,1,0,0,1,1,1,1,4,3,2,2,2,2,2,2,4,4,4,4,0,1,0,0,0,1,0,1,0,0,3,3,3,2,3,4,4,2,1,1,4,2,6,2,1,2,2,2,2,2,2,0,1,0,0
"703",1,1,0,0,1,1,0,0,2,2,2,1,3,2,2,2,NA,1,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,2,7,2,5,2,2,2,2,2,2,2,2,1,0,0,0
"704",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,2,NA,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,2,3,3,3,3,3,3,1,1,5,2,4,2,1,2,2,2,1,2,2,0,0,1,0
"705",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,4,3,3,4,0,0,0,0,0,0,0,1,0,0,4,4,4,3,4,4,4,4,1,1,4,2,6,1,1,1,2,2,2,2,2,0,0,1,0
"706",1,1,0,0,1,0,0,0,2,1,NA,1,2,2,2,2,NA,2,2,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,3,1,1,2,2,4,1,2,2,2,2,2,2,2,0,0,1,0
"707",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,2,NA,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,2,1,2,1,1,1,2,2,2,2,2,2,0,0,0,1
"708",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"709",1,0,0,0,1,0,0,0,1,1,NA,1,2,2,2,NA,2,1,NA,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"710",1,1,0,0,1,1,0,0,2,2,2,1,2,2,2,2,NA,1,2,NA,3,1,1,3,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,2,1,4,1,1,2,2,2,2,2,2,2,2,0,0,0,1
"711",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,1,NA,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,2,3,2,3,3,3,3,1,1,4,2,3,2,2,2,2,2,2,2,2,0,0,1,0
"712",1,1,0,0,1,1,0,0,2,2,2,1,3,2,2,2,NA,1,2,NA,4,3,4,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,2,2,3,2,2,2,2,2,2,2,2,0,0,0,1
"713",1,1,0,0,1,1,0,0,1,1,2,1,2,2,2,2,2,1,1,1,3,3,3,3,0,1,0,0,0,1,0,1,0,0,3,3,3,2,3,3,3,2,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"714",1,1,0,0,1,1,0,0,1,1,2,2,3,1,2,2,2,1,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,0,1
"715",1,1,0,0,0,0,0,0,1,NA,NA,1,2,2,2,2,2,1,2,2,4,3,3,3,0,0,0,0,0,1,0,0,0,0,4,4,3,3,3,3,3,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,0,0,0
"716",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,1,NA,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,3,4,1,1,7,2,4,2,2,2,2,2,2,2,2,1,0,0,0
"717",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,3,3,3,3,0,0,0,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,1,1,4,2,6,2,2,2,2,2,2,2,2,0,0,0,1
"718",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,1,NA,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,2,3,2,3,3,3,3,1,1,4,2,4,1,2,2,2,1,2,2,2,0,0,0,1
"719",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,2,2,2,3,4,4,3,0,0,0,0,0,0,0,0,0,1,3,4,3,3,3,3,3,3,1,1,5,2,3,2,2,2,2,2,2,2,2,1,0,0,0
"720",1,1,1,0,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"721",1,0,0,0,1,0,0,0,2,2,NA,1,2,2,2,NA,NA,1,NA,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,4,3,3,2,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,0,0,1,0
"722",1,1,0,0,1,1,0,0,1,1,2,1,3,3,2,2,2,2,1,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,6,2,2,1,1,2,2,2,2,2,2,0,0,0,1
"723",1,0,0,0,1,0,0,0,2,2,NA,2,2,2,2,NA,NA,1,NA,NA,4,4,4,4,0,0,0,0,0,0,0,0,0,1,3,4,4,3,4,4,4,4,1,1,4,2,5,2,1,2,2,2,2,2,2,0,0,0,1
"724",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,3,0,0,0,0,0,0,1,0,0,0,1,3,3,2,2,3,3,3,1,1,7,1,2,1,1,2,2,2,1,2,2,0,0,0,1
"725",1,1,0,0,1,1,0,0,1,2,2,1,3,2,2,2,2,1,2,2,2,2,2,3,0,0,0,1,0,1,0,0,0,0,3,3,4,2,1,1,3,2,2,2,7,1,1,1,2,2,1,2,2,2,2,0,0,0,1
"726",1,0,0,0,1,0,0,0,1,2,NA,1,2,2,2,NA,2,1,NA,2,2,3,3,4,0,0,0,0,0,0,0,1,0,0,2,2,3,2,3,3,3,2,1,1,4,2,1,1,2,2,2,2,2,2,2,0,0,1,0
"727",1,0,0,0,1,0,0,0,2,2,NA,1,3,3,2,NA,NA,2,NA,NA,3,3,3,3,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,2,2,2,2,2,2,0,1,0,0
"728",0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,3,3,3,3,0,0,1,0,1,0,0,0,0,0,3,3,3,3,3,3,3,3,1,1,8,2,8,2,2,2,2,2,2,2,2,0,0,0,1
"729",1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,4,3,4,4,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,4,2,4,2,2,2,2,2,2,2,2,1,0,0,0
